Logger description: 
Log period: 0.1 s
Statistics period: 0.01 s
Statistics window: 0.1 s
Maximum duration: 
Time,Time,Time,GearOilInTemp,GearOilOutTemp,RoomTemp,TOilLEWAct,TOilLEWDem,Dyno2,Dyno1Power,Dyno1Speed,Dyno1Torque,Dyno2Power,Dyno2Speed,Dyno2Torque,Efficiency,Efficiency10kNm,GearOilInTemp_Avg,GearOilOutTemp_Avg,RoomTemp_Avg,TOilLEWAct_Avg,TOilLEWDem_Avg,Dyno2_Avg,Dyno1Power_Avg,Dyno1Speed_Avg,Dyno1Torque_Avg,Dyno2Power_Avg,Dyno2Speed_Avg,Dyno2Torque_Avg,Efficiency_Avg,Efficiency10kNm_Avg
Date,Time,ms,°C,°C,°C,°C,°C,Nm,W,rpm,Nm,W,rpm,Nm,Real,Real,°C,°C,°C,°C,°C,Nm,W,rpm,Nm,W,rpm,Nm,Real,Real
Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
4/22/2015,9:47:36,406.9,62.74980015987245,,,90.566580533087858,90,-13884.769247502949,301832.4201385288,1449.333600761446,1988.6983214298689,-292252.46636903449,197.14209301545051,-14156.314547127497,0.9717575807945763,0.9735441697457804,62.749800159870802,,,90.639824925959715,90.000000000000057,-14013.841175963045,302944.36282146571,1448.8304253737051,1996.7185721843664,-294024.69369776594,197.64062137079174,-14206.19207776077,0.97175758079457863,0.97354416974578262
4/22/2015,9:47:36,507.2,62.733812949640651,,,90.566580533087858,90,-13877.686192390913,302666.26784142514,1448.0712823993563,1995.9307205232005,-294951.40335053857,198.08850611856147,-14218.787773693326,0.9711239905210185,0.97258666520001114,62.733812949639059,,,90.566580533087858,90.000000000000057,-14248.352922993761,302756.68918819807,1449.0794833717969,1995.1374379536214,-293989.01823057281,197.70842753404068,-14199.634723537214,0.97112399052102005,0.97258666520001247
4/22/2015,9:47:36,607.2,62.685851318945197,,,90.566580533087858,90,-13920.293307110791,303511.80631490471,1450.2694333222296,1998.4729658589265,-294775.78729671385,197.84110049012455,-14228.092202030268,0.97133401954914744,0.97086276082350642,62.685851318943378,,,90.566580533087858,90.000000000000057,-14229.069523327173,302943.93763674016,1449.7509015797014,1995.4473501147454,-294112.8983985759,197.76522269843383,-14201.527718387373,0.97133401954914844,0.97086276082350798
4/22/2015,9:47:36,707.0,62.669864108713341,,,90.566580533087858,90,-14376.013518810816,303275.99919920828,1450.0577479966839,1997.211812855252,-293419.784284694,197.54629548291078,-14183.776705822307,0.9713346003334592,0.96842424838426788,62.669864108711636,,,90.566580533087858,90.000000000000057,-14168.523811005385,303133.62100824912,1449.5418782880508,1996.9841713292917,-294290.99940152251,197.71054302713168,-14214.063972980948,0.97133460033346153,0.96842424838427055
4/22/2015,9:47:36,807.2,62.653876898481542,,,90.603202729523787,90,-14644.233587466972,305257.97308353661,1450.8695265192973,2009.1392553131027,-296184.78517791373,198.22211959117706,-14268.621300256024,0.97107265619413308,0.96704744948723786,62.653876898479893,,,90.584891631305823,90.000000000000057,-14268.534723870331,304042.86242342117,1450.6364426775365,2001.4623673508395,-294721.11301214469,197.88422222226649,-14222.344085753988,0.97107265619413474,0.96704744948723975
4/22/2015,9:47:36,907.3,62.637889688249743,,,90.603202729523787,90,-14457.969607768451,304612.32637050119,1451.0024534157988,2004.7060852774887,-296543.42056361475,198.37920574683938,-14274.586203649027,0.97083297320069151,0.96901085477628057,62.637889688248151,,,90.603202729523787,90.000000000000057,-14254.375064197089,304660.14795441151,1451.0984838691966,2004.8881423916639,-295630.23080704611,198.03303977935633,-14255.478658935439,0.97083297320069284,0.9690108547762829
4/22/2015,9:47:37,7.3,62.637889688249743,,,90.456713943780073,90,-13851.717326900374,304297.65945062751,1451.3276770926266,2002.186443651924,-294782.70335994993,197.76729764140896,-14233.735790675381,0.97092621959921155,0.97395714796024269,62.637889688248151,,,90.52995833665193,90.000000000000057,-14144.927787845347,304194.30325432285,1450.6191893782316,2002.4836587960242,-295637.95838706475,197.95955720850307,-14261.161354329193,0.97092621959921366,0.97395714796024568
4/22/2015,9:47:37,107.1,62.589928057554289,,,90.493336140216002,90,-14095.697084228972,304171.79055432789,1451.1569225270328,2001.5937600269615,-295536.36524727283,197.83017103809425,-14265.591485575174,0.97078654743195691,0.97154366989089413,62.58992805755247,,,90.475025041998038,90.000000000000057,-14287.148608174839,304305.19689916109,1451.321439809554,2002.2450767644448,-295173.65182845201,197.87454124071135,-14244.889404796928,0.97078654743195769,0.9715436698908958
