Logger description: 
Log period: 0.1 s
Statistics period: 0.01 s
Statistics window: 0.1 s
Maximum duration: 
Time,Time,Time,GearOilInTemp,GearOilOutTemp,RoomTemp,TOilLEWAct,TOilLEWDem,Dyno2,Dyno1Power,Dyno1Speed,Dyno1Torque,Dyno2Power,Dyno2Speed,Dyno2Torque,Efficiency,Efficiency10kNm,GearOilInTemp_Avg,GearOilOutTemp_Avg,RoomTemp_Avg,TOilLEWAct_Avg,TOilLEWDem_Avg,Dyno2_Avg,Dyno1Power_Avg,Dyno1Speed_Avg,Dyno1Torque_Avg,Dyno2Power_Avg,Dyno2Speed_Avg,Dyno2Torque_Avg,Efficiency_Avg,Efficiency10kNm_Avg
Date,Time,ms,°C,°C,°C,°C,°C,Nm,W,rpm,Nm,W,rpm,Nm,Real,Real,°C,°C,°C,°C,°C,Nm,W,rpm,Nm,W,rpm,Nm,Real,Real
Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
4/22/2015,14:15:40,960.1,57.94707297514077,,,88.808715104163298,90,-6893.6473890172274,303119.4715657949,1450.2313824983271,1995.942006053856,-299815.11836708762,416.54871455690187,-6873.2020675030153,0.98804502586016896,0.99958566143538463,57.902165196471117,,,88.75011958986579,90.000000000000057,-6866.2244276395068,303612.58312607044,1449.7828355483878,1999.8071847563574,-300337.84926373413,416.61458025806496,-6884.0959407761238,0.98804502586017173,0.99958566143538208
4/22/2015,14:15:41,60.3,57.979149959904191,,,88.808715104163298,90,-6792.6720602776822,302895.15828653134,1449.3611136079035,1995.662553408828,-299427.10487959767,416.28166675496612,-6868.710439559346,0.98841881083791383,0.9995717949503049,57.956696070569137,,,88.808715104163298,90.000000000000057,-6850.4258350320542,303168.37148572213,1449.8075666198756,1996.8475162811333,-299791.18493630626,416.64983156897119,-6870.9855527398486,0.9884188108379165,0.99957179495030191
4/22/2015,14:15:41,159.9,58.043303929431033,,,88.772092907727369,90,-6808.1196368060628,303604.02860464912,1449.3076824770415,2000.4067795649125,-300525.09769766626,416.75831790053695,-6886.0132264724352,0.98864679849341885,0.99996606514003084,57.998396150761607,,,88.801390664876124,90.000000000000057,-6896.1994434347844,303751.6417369697,1449.7144791777673,2000.8177912994772,-300348.00185063109,416.60749041668305,-6884.4455529315455,0.98864679849342119,0.9999660651400285
4/22/2015,14:15:41,259.9,58.171611868484774,,,88.808715104163298,90,-6735.2569262251982,304708.91779309284,1449.82227336351,2006.9741524295141,-301399.76185811672,417.07829482572913,-6900.7564107093203,0.98886217259721365,0.99941941319248262,58.081796311146491,,,88.779417347014544,90.000000000000057,-6886.5985074796972,303927.16976444621,1450.0449626283555,2001.5179672566326,-300041.33013501926,416.57528012776237,-6877.9453788364481,0.98886217259721698,0.99941941319248018
4/22/2015,14:15:41,360.2,58.235765838011616,,,88.881959497035155,90,-6902.1503934016364,304301.35062652087,1450.3703123567177,2003.5323556666633,-299996.29954461439,416.53743891650197,-6877.5417795815438,0.98893817165506448,0.99681729427048182,58.190858059342418,,,88.823363982737646,90.000000000000057,-6856.9661298111605,304284.68862209015,1450.3145669297808,2003.5007424767875,-300338.54712006275,416.66343717997921,-6883.3027728983025,0.98893817165506748,0.99681729427047949
4/22/2015,14:15:41,460.2,58.364073777065357,,,88.918581693471083,90,-6746.9913718177741,303350.49079435715,1450.9711746443056,1996.4447651185008,-299179.25197178108,416.30178436568042,-6862.6931629990931,0.98873865866060695,0.99575908838937621,58.274258219727471,,,88.889283936322329,90.000000000000057,-6863.7074952545154,303752.54446830536,1450.1660354449371,2000.2015516077645,-300330.83589031,416.73952529459217,-6881.8656827963696,0.98873865866060962,0.9957590883893731
4/22/2015,14:15:41,560.0,58.412189254210546,,,88.955203889907011,90,-6803.6313642605637,304033.66048932151,1449.8235775044966,2002.5247492451617,-300281.31787330651,416.40030657599226,-6886.3430650184137,0.98835519010792827,0.99237871150707446,58.378508420208618,,,88.925906132758257,90.000000000000057,-6897.9582408620408,303741.839443448,1449.8779612421236,2000.5275836569738,-300332.99049265846,416.67854410262157,-6882.9292046292785,0.98835519010793094,0.9923787115070718
4/22/2015,14:15:41,660.2,58.476343223737388,,,88.918581693471083,90,-6704.004008048958,303299.25838266331,1450.6507695622599,1996.5484686134207,-299727.44452061673,416.62778734900326,-6869.8880618537924,0.98813184175088264,0.98752077995234189,58.431435445068246,,,88.947879450619837,90.000000000000057,-6860.3161862808729,303836.51328182232,1450.2102261640807,2000.6923450976269,-300326.29745784978,416.6539725665325,-6883.1812310578152,0.98813184175088631,0.98752077995234033
